,Unique_ID,Reviewer_Name,No-of_comment_likes,No-of_comment_dislikes,comment,Ratings,comment_text,word_counts
777,778,Nishant Kumar Sharma,0,0,Wonderful,1,Expect more from camara.,37
137,138,narendra singh,1,4,Decent product,1,I am disappointed with the display quality it offers. It has low brightness display which ruins all the experience of 120hz refresh rate display while oneplus12r got better display than this.Also its battery should be of 5000mah coz in my normal usages battery got drained in a single day which is also disappointing. Everything else is pretty good..,525
736,737,Flipkart Customer,2,0,Good quality product,1,"Amazing photo Quality, Display Screen is Wow  Overall Mobile Is Good.",102
614,615,Amit Bajpai,2,4,Very poor,0,Performance is not good and it's getting hanged very often while opening/loading any application..,141
930,931,Earuddin Shaikh,0,0,Classy product,1,Osm product so nice.,33
254,255,Sekh Ajijull,0,0,Awesome,1,Impressive 😍.,20
626,627,KARUNESH Mishra,0,1,Worth the money,1,Nice Phone and Good performance.,48
1299,1300,Subramanyam Venkatesh,0,0,Super!,1,Mobile is just awesome..Display is amazing Performance is awesomeBattery decentCamera is good enoughOverall a very good mobile phone.,188
501,502,Tamal Raha,0,0,Fabulous!,1,best in this segment.,34
259,260,Goureeswar Reddy  Kothapu ,1,0,Best in the market!,1,Good.,9
1397,1398,Flipkart Customer,0,0,Just wow!,1,ok.,7
827,828,sunil dhaker,1,0,Best in the market!,1,Very nice oneplus.,28
226,227,Anil Kumar,2,0,Mind-blowing purchase,1,Excellent phone I like it 🥰🥰.,48
106,107,Gandham Thirupathi,0,0,Great product,1,It's good  phone.,26
368,369,Mukesh Shakya,0,0,Good quality product,1,In hand feel is so premium also very smooth in gaming and camera 📸.,110
576,577,Chandu Patil,0,0,Fabulous!,1,Very nice. This phone looks like  because I have the i phone future's.,109
1130,1131,Ripunjay Singh,0,0,Perfect product!,1,All good ??.,22
699,700,Sudarshan Kumar,5,0,Super!,1,Good parodact ??????.,31
1161,1162,Flipkart Customer,0,0,Wonderful,1,Very good quality.,28
1017,1018,Uday Arya,0,0,Very Good,1,Awesome rear camera but battery drain fast and also have heating issue and front camera is decent.,150
1404,1405,Shilpa Bilagi,0,1,Delightful,1,It's been two weeks I'm using this phone battery is ok for normal day to day use I'm not playing any games so it is having descent battery but Charging is super fast. Performance is good and camara is also good it's an all-rounder phone who want to buy OnePlus in this budget.,436
492,493,Nagender Kumar,0,0,Fair,1,Overall good.. But camera quality not satisfied me.,76
949,950,Chandrashekhar  Yadav ,0,0,Fair,1,Depending on your old phone And gaming performance very badBattery drain fast 4 to 4.5 hours backup.,152
1116,1117,Santu  Das,0,0,Delightful,1,This phone is good but battery performance is very poor.,87
499,500,Arundev vp,1,1,Does the job,1,around more than 15 GB is already used as system and apps.,95
301,302,Kishan Kumar,3,2,Just wow!,1,The phone looks extremely good and the screen quality is top notch. Performance wise smooth like butter. But the battery drains so fast. You will get your phone charged in 20-30 minutes..,284
691,692,Amarjyoti Jena,6,0,Classy product,1,Perfect phone.,21
72,73,VIKRAM PABLE,2,0,Just okay,1,Phone is having serious Heating issue  ..,62
1084,1085,Moin Vahora,0,0,Wonderful,1,Good P.,14
424,425,MY self Pijus,0,0,Just wow!,1,The camera is awesome. night mood 🌙 is ❤️❤️Phone is awesome all are good.Bt phone is too sensitive. Without temper glass and back cover don't use ....,232
1235,1236,Gaurav Kumar Singh,0,0,Awesome,1,All good ????.,24
508,509,Flipkart Customer,0,0,Terrific purchase,1,Very happy.,18
1343,1344,DeprecatedParam,0,0,Awesome,1,Nice ??.,15
250,251,Deepak,0,0,Classy product,1,Great smartphone but battery is down.,56
1407,1408,Ayan Aryan,0,0,Simply awesome,1,I love this Phone.,31
341,342,Chintapalli jyothsna supriya,0,0,Nice product,1,Good👍 go.,16
46,47,Rajeev Kumar Ranjan,27,8,Slightly disappointed,0,Battery  performance is not satisfied.,53
511,512,Krishna Rai,0,0,Terrific purchase,1,Nice Phone ..,23
224,225,Sarath Sai,1,0,Classy product,1,I really like this phone.,41
616,617,SNow Nivis,0,0,Excellent,1,display edge design vera level.... camera out of the world... overall good mobile....,125
978,979,Imran ali,0,0,Excellent,1,Over all good performance.,39
958,959,Sanu  Vai,0,0,Wonderful,1,Nice phone*****.,23
701,702,Ajay  Singh,5,0,Excellent,1,Very nice.,17
314,315,Flipkart Customer,0,0,Nice,1,Not so good.,22
1160,1161,Aryan Kumar,0,0,Classy product,1,Product product is very look and very.,60
1004,1005,Flipkart Customer,7,3,Did not meet expectations,0,Very bad experience as it is showing one line in middle at certain angle.,116
426,427,Flipkart Customer,0,0,Perfect product!,1,Super.,10
558,559,ABHISHEK  KUMAR,0,0,Fabulous!,1,Very NyC product.,27
524,525,Sunil Ram,0,0,Moderate,0,"Not for a regular user, Very bad experience in calling.When we are connected from Vo-wifi and the call is going on and unfortunately the connection is broken, then the call is also disconnected.Handover between Vo-WiFi To Vo-NR or VOLTE is not happening this phone.",398
1195,1196,BALRAM Sharma,0,0,Super!,1,Product is very great.,35
1274,1275,Sunil Lakhera,0,0,Perfect product!,1,Best fon.,16
537,538,mahesh kottagulli,0,0,Super!,1,Good.,9
519,520,Arjun k,0,0,Just okay,1,"Buggy software, camera ok ok type.",53
489,490,Aman Tamboli,0,0,Just wow!,1,4K 60FPS Very Smooth ❣️.,40
403,404,Flipkart Customer,0,0,Worth every penny,1,So Far it is meeting my expectations.,59
1329,1330,Arpit singh,0,0,Classy product,1,Fabulous.,13
236,237,Pankaj Dhawan,1,0,Mind-blowing purchase,1,Awesome thanks flip kart.,38
686,687,Francis R Marak,11,1,Terrific purchase,1,Overall good ??.,26
1306,1307,Ishfaq  Majeeed,0,0,Absolute rubbish!,1,Battery backup is very poor.,44
1185,1186,Ajay KUMAR DAGUR,0,0,Fair,1,Good ??.,15
1370,1371,Flipkart Customer,0,0,Must buy!,1,Very good.,17
510,511,Sreekanth MS,0,0,Just okay,1,Camera performance not as expected.,51
711,712,Flipkart Customer,3,0,Worth every penny,1,Very good phone but battery backup is not good.,75
960,961,Koshal Sa,0,0,Nice product,1,Everything is okay at this price but battery is below avg?????.,97
317,318,sameer shaikh sameer shaikh,25,1,Worst experience ever!,0,Flipkart gave me Refurbished phone instead of a new one. My purchase date was 26th sept 2023 but this phone was active on 19th june 2023. and they wont take it return..,265
816,817,Prince  Yadav ,0,0,Mind-blowing purchase,1,Nice performance this mobile Nord 3.,55
884,885,Raman Chouhan,1,0,Fair,1,Nice and beautiful mobile one plus Nord 3Performance very smoothly working nice.,117
398,399,Happy  Clasher ,0,0,Terrific,1,Good product I've bought this because it's charging speed and the looks of this phone.,132
299,300,Raghu Nath,1,0,Perfect product!,1,I was using 1+5t from 5 yrs and now 11 R superb display and good performance .....,134
811,812,Chandan Saha,1,0,Fabulous!,1,Phone is really good under 21k.  But the better is average not to much good and the performance was like beast in this  range and the other like design and camera is good. overall the phone is good. GO FOR IT..,332
1087,1088,Ashutosh   Jaiswal,0,0,Terrific purchase,1,All prefect price.,28
262,263,rohidas kobal,1,0,Fabulous!,1,Good.,9
1162,1163,sukhwinder singh,0,0,Terrific,1,Good.,9
479,480,Flipkart Customer,0,0,Must buy!,1,"All I say ,, value for money 💰.",56
1173,1174,Sachin Nishad ,0,0,Great product,1,Only Battery issue otherwise amazing phone ??.,68
79,80,Rafat Ali,0,0,Great product,1,Being type phone super work 💪.,49
138,139,Manas Kumar  Panda,13,8,Nice,1,Battery is pathetic.. not expected at this price  point.. better to go with IPhone...,127
1394,1395,Nishkala  S,0,0,Brilliant,1,Nice.,9
1133,1134,Mahipal  Singh ,0,0,Terrific purchase,1,Oneplus Nord 3 5G  average phone.,51
206,207,avinash upadhyay,2,0,Delightful,1,Fast charging.,21
284,285,Taransh Kapoor,1,0,Terrific purchase,1,"It's a decent phone and justifies the price tag. Pretty impressed. I sold my iPhone 13 and got this. The entire unity is crazy about iphones. But they just make fools out of us by just tweaking some features a bit and selling at a higher price tag. The actual manufacturing cost is just 1/3rd of the phones price rest we just pay for all marketing that they do. I just do normal photos and all music and media. I am impressed. Iphones are just made to get status symbols. You cannot record calls, ....",787
1190,1191,Flipkart Customer,0,0,Highly recommended,1,Good quality.,20
187,188,shiva kumar Bhunna,45,38,Terrific purchase,1,Good .nice.,18
740,741,Sisira Malik,2,0,Wonderful,1,A most powerful phone.,35
1033,1034,Sanjay Rathod,0,1,Really Nice,1,Good.,9
997,998,KUMARAVEL KUPPUSAMY,0,0,Good quality product,1,Nice one.,16
431,432,Piya Ram,0,0,Great product,1,Very nice.,17
44,45,Official Abhishek,4,1,Pretty good,1,Best phone under 40k.,34
776,777,Nayan  Chakraborty ,0,0,Delightful,1,Nice.,9
474,475,Prabu Prabhu,0,0,Terrific,1,Very good.,17
1072,1073,Flipkart Customer,0,0,Brilliant,1,Nice.,9
443,444,MOHD AAMIR SAIFI,0,0,Perfect product!,1,Ok.,7
92,93,Dhanashree Mungekar,1,0,Perfect product!,1,Wor.,8
165,166,Satyam YADAV,7,1,Must buy!,1,Over all performance in excellent..Camera is to good also❤️.,88
1152,1153,GOPAL KRUSHNA NAIK,0,0,Simply awesome,1,Good product.....,24
662,663,Rajiv  Bhatt,224,42,Good choice,1,Everything is correct except the battery . Battery drain too fast.,100
1187,1188,Ashoka Sahu,0,0,Super!,1,?????????? good.,23
2,3,Koteshwar Rao Maripudi,485,166,Very Good,1,"It's an excellent phone with great display, performance, camera. It ticks almost all the boxes.I faced heating issues for first 2 days while updates where happening.Cons:Battery life. First 2 days, it was not even lasting one day, now it improved and lasting one day but barely.",417
75,76,Abu Hozaifa,1,1,Just wow!,1,Very good👍.,18
94,95,purushottam  rathor ,0,0,Terrific,1,Camera best but battery drain fast.,54
260,261,Fuzail Raja,0,0,Worth every penny,1,Great.,10
547,548,Md. Sahidullaha ,0,0,Awesome,1,Overall all a good product..,44
1388,1389,Ravjot Singh,0,0,Highly recommended,1,Awesome product in this price range just go for it.,82
1333,1334,VIKRAM MAHASETH,0,0,Best in the market!,1,"I love this Phone, This phone is wonderful and designe is amazing..",104
645,646,Rangappa P H Gudumagatta ,0,0,Classy product,1,Good 👍.,14
820,821,RAJAT ARYA,1,0,Terrific purchase,1,Good PhoneNo battery issue.,40
955,956,Sunil Kumar  Sharma ,0,0,Classy product,1,Excellent.,14
330,331,rameshwar patil,0,0,Terrific purchase,1,nice product.,20
48,49,Arghya Sahu,3,1,Terrific purchase,1,"1. Looks and design It looks very good for the designer look of this phone but the bezel of this phone is a bit bigger compared to other Samsung phones.                       2. DisplayWatching videos and movies looks great thanks to the Amoled 2X display.                       3. ProcessorThe Exynos 2200 processor makes the phone a bit more of a hit.                        4. Camera The phone's rear camera is 50mp + 12mp + 8mp, front camera is 10mp, along with OIS, the photo and video....",668
916,917,Rahul Chaudhary,0,0,Decent product,1,Not a successful phone.,36
913,914,shrikant kanade,0,0,Good choice,1,Nice value for moneyFacing some battery drain issue..Other wise best phone under 22k.,125
1137,1138,Kavi Arasu,0,0,Good quality product,1,Good.,9
842,843,Arvind  Saini ,1,0,Wonderful,1,It's an amazing one plus phone every feature is so good....,93
1139,1140,Flipkart Customer,0,0,Simply awesome,1,Genuine Product. It's Awesome ????.,51
1183,1184,Mahi choudhary ,0,3,Very poor,0,"I have bought this phone, its battery has drained only 3 hours.",100
162,163,Flipkart Customer,5,0,Just wow!,1,"Good, and let's wait and see.",48
1042,1043,Shubham Khadap,0,0,Wonderful,1,"The phone is just 2 days old and it's started to heat while charging ??Better than the 1+ Nord ce3, I was confused between the ce3 and 3 but the looks, camera, processor, alert slider, back glass are way better than the ce3.",354
24,25,Advocate Kishore Khela,13,7,Perfect product!,1,Great.,10
683,684,Naveen Reddy,117,39,Excellent,1,Super Camera.,20
817,818,Flipkart Customer,0,0,Worth every penny,1,Its good prod.,24
1144,1145,Chandan Customer,0,0,Brilliant,1,Amazing product.,23
107,108,Sarvadarshi Shukla,1,1,Brilliant,1,Awesome flagship experience.,38
514,515,Flipkart Customer,5,5,Very poor,0,Poor battery.,20
280,281,Partho Sarkar ,1,0,Perfect product!,1,Simply Awesome 😍😍.,28
463,464,mevada bhavesh,0,1,Good quality product,1,Nice and good.,24
1119,1120,RAVI KRISHNA,0,0,Don't waste your money,0,Camera is a very Bad Don't buy west of money.,76
436,437,Dasi Rakesh,0,0,Best in the market!,1,Nice camera👌.,20
230,231,Flipkart Customer,0,0,Terrific,1,Nice.,9
772,773,Chetan  Chavan ,1,0,Value-for-money,1,Awasome gret lovly ????????.,41
405,406,Flipkart Customer,0,0,Value-for-money,1,I like this product.,33
1182,1183,Flipkart Customer,0,0,Terrific,1,Gd.,7
1114,1115,Najir Naiya,1,2,Just okay,1,Very bad in price.,31
1126,1127,Flipkart Customer,0,0,Brilliant,1,Super pic.,17
171,172,Dipanjali Duya,4,0,Awesome,1,Awasome.,12
160,161,Arka prava Roy,11,1,Classy product,1,"Excellent display, Awesome Camera, Greate battery life.",77
876,877,Amit Gupta,0,0,Good,1,"Good Mobile, but heats up during routine use (even without games), battery life is short. Avoid this mobile.",163
869,870,Prakash Verma,1,0,Nice,1,It's good.,17
0,1,Viraj Bhojane ,380,72,Nice,1,The camera is next level. But I'm facing some major heating issues and battery drain issues....But camera OG🔥.,165
1330,1331,Debendra  Sahoo,0,0,Great product,1,Excellent.,14
673,674,Archit Singh,67,13,Brilliant,1,Good to go.,21
940,941,Flipkart Customer,6,5,Unsatisfactory,0,Battery issue ?? Phone hang Phone heating.,64
309,310,charlie gurjar,1,1,Perfect product!,1,"Awesome product with good camera , music and performance quality ..",101
559,560,Flipkart Customer,8,3,Waste of money!,0,Flipkart is very poor about his word its show 7 days replacement aur 7 days service centre send noting is doing properly its gali in veri disappointing .the invoice is not downloading .very poor.,298
294,295,Routhu.Gowri  Sankar,1,0,Nice product,1,"Good, but battery problem.",39
821,822,Himanshu Sharma,0,0,Brilliant,1,"I'll update my review after some time,so far looks good.",87
417,418,Ankit Mohod,0,0,Worth every penny,1,Review after using for 3 months.Performance great.Camera good.Display great.No glitches.One of the best at this price..,168
151,152,MANISH Singh,34,5,Worth every penny,1,Thank you flipkart.,29
157,158,Ikbal  Salim,18,3,Simply awesome,1,"Wonderful Mobile with wonderful features. Performance, camera , display build quality all are superb.",144
315,316,ghulam ashraf ali,3,0,Expected a better product,0,Battery  consumption high.,35
428,429,Mohammad  Nayeem,0,0,Fair,1,Nice product I'm happy.,36
1399,1400,Rajesh Kumar,0,0,Nice product,1,Good.,9
1250,1251,Ashish Kumar,0,0,Classy product,1,Nice phone.,18
23,24,Abhishek Prasad,13,4,Decent product,1,"Camera, display is good but the phone heats a lot and the battery drains too quickly..",135
1172,1173,Jeeva L,0,0,Delightful,1,Good Mobile.,19
1163,1164,Ron Chakraborty,0,0,Nice,1,"I was so excited about Nord 3, but when I get it my expectation goes down and down. Especially very poor battery performance, very average camera quality, specially wide angle camera, it really needs to upgrade to 12 mp at least. Another one is an overheating issue seen in different scenarios. Overall I will give a 3.4/5 star rating to Nord 3 5g..",539
688,689,Mukesh  Kumar,7,0,Super!,1,Smooth and fancy black colour.,46
562,563,Ankur Keshari,0,0,Nice,1,Good.,9
243,244,Flipkart Customer,1,0,Great product,1,Best one.,16
181,182,Amit Kumar,3,0,Great product,1,"Loved the phone, there is very Little difference between OnePlus 11 and 11r. Both have 120 hz screen, quite faster charging and great performance. Specially loved the screen, it's bright and has good resolution.",314
1177,1178,Ashwani  Kumar,0,0,Wonderful,1,Great Camera ??Performance is good ??.,57
19,20,Sandeep Nayak ,12,5,Worth the money,1,Battery Drains Faster Heavy on weight Camera and OS is good No Fast charging.,120
532,533,Imran patel,0,0,Simply awesome,1,Good.,9
889,890,Satishbabu Sandepogu,1,1,Must buy!,1,Super camera.,20
1065,1066,Lakhan  Dulhat ,1,1,Decent product,1,Battery performance very poorly.,45
64,65,Upesh Desai,1,0,Good quality product,1,The video quality is amazing..,46
892,893,irfan Ansari ,1,3,Terrific,1,OnePlus Nord 3 most beautiful phone cemara qualityes ek no. Value for money ??.,122
1106,1107,ALEXA MOHANTY,0,0,Worth the money,1,Nice.,9
1386,1387,Rupam Bora,0,0,Very Good,1,Nice.,9
1112,1113,Flipkart Customer,0,0,Terrific purchase,1,"Great mobile at this segment, surely go for it..",76
857,858,SOUMYA RANJAN LENKA,1,0,Fabulous!,1,Nice.,9
1237,1238,CHINMAYA KUMAR SAHOO,0,0,Simply awesome,1,"Really an amazing product, but the battery backup is not satisfying..",103
1340,1341,DURGA PRASAD JALLI,0,0,Terrific purchase,1,"One plus Nord 3 5G is a solid phone, you get one of the best mobile chipsets of 2022, a decent camera system, Android 13 out-of-the-box, and more..",232
433,434,Hiren  Narzary,0,0,Pretty good,1,Overall good phone.,29
1229,1230,saifuddin zabuawala,0,0,Mind-blowing purchase,1,Nice phone.,18
548,549,Flipkart Customer,0,0,Really Nice,1,Good phone little big size but features are good. Will see after usage.,111
202,203,Flipkart Customer,1,0,Value-for-money,1,Super super 📸 quality.,35
166,167,NANDHU  VENUGOPAL,9,2,Terrific purchase,1,I have been using this phone for 3 months.Best phone under 40kRear Camera is best in segmentFront camera is decentWide camera is AvgPerformance is awesomeDisplay is also awesome Sound quality is awesome Battery backup is very nice 25 min for full charge No issues faced.,406
744,745,Pappu Kumar,2,0,Highly recommended,1,Good phone in this price range.,50
178,179,Tanaya  Dhar,3,0,Brilliant,1,Very nice..I'm fully satisfied 😊😍✨.,51
454,455,Buddhadeb  Kandar,0,0,Wonderful,1,Superb camera 🤳.,26
50,51,suraj kumar,3,1,Brilliant,1,Superb  phone.......,26
324,325,Adrize  Chatterjee,0,0,Simply awesome,1,Best camera.,19
218,219,gulshan kansotia,2,1,Really Nice,1,camera is not good otherwise phone is powerfulbest phone around 30k.,102
1396,1397,Anunoy  Mishra,0,0,Terrific,1,Good ..tuch ...front camera.,41
659,660,Amit Kumar Pal,0,0,Mind-blowing purchase,1,Best phone under this range.,44
1010,1011,Sunil Tarfe,7,2,Absolute rubbish!,0,Heating Problem...Waste of money don't buy at any price..??.,88
1273,1274,ayan sengupta,0,0,Best in the market!,1,Best smartphone.,23
903,904,Ronak Patel,0,0,Perfect product!,1,Good camera ?? quality..,37
972,973,Kalpesh Kulaye,0,0,Classy product,1,Awesome product.,23
807,808,Vijay12 Roy,0,0,Classy product,1,Osm phone or value for money ???.,55
981,982,Flipkart Customer,0,0,Decent product,1,good  product but battary is vary bad only 5 ;30 hour use then Charge have to do.,132
120,121,Sagar Burkul,0,0,Delightful,1,I like the camera and design.,48
61,62,Flipkart Customer,1,0,Good quality product,1,"I bought s23 fe 256 gb variant.It's camera, display and ui is awesome.It's processor is decent not for gamers and battery backup is average.Overall it's a good device, you fill warm first 3,4 days then becomes normal..",330
635,636,PURUSOTTAM,0,0,Awesome,1,Good performance.,24
924,925,Devanand sahu,0,0,Terrific,1,It is a very balanced phone I bought at 22000 and at this price it offers killer specifications with OnePlus branding..,183
531,532,Chenna keshavulu G,1,0,Useless product,0,Battery wery bad performance.,42
1085,1086,DEEPAK KUMAR,0,0,Just okay,1,"Battery performance too bad ,drains rapidly.. max 5-6 hrs screen time in normal use ..",132
1244,1245,Baidyanath Das,0,0,Value-for-money,1,Amazing this mobile.,30
756,757,Flipkart Customer,2,0,Worth every penny,1,"Awesome phone, very good performance, camera is good but not wonderful... Display is very nice and smooth..... Go for it????.",186
544,545,Aniket Kumar,0,0,Terrific purchase,1,This product is very good.,42
1099,1100,Vishal Gupta,0,0,Best in the market!,1,Nice product.,20
970,971,Tawlem Ngodam,0,1,Fair,1,"One plus Nord 3 has too much of heating issues, battery drained, fps drop and lagging issue in bgmi, so don't buy this phone for gaming.",215
319,320,Sanjay Sharma,0,0,Best in the market!,1,Nice phone exlent phone.,37
900,901,SUJIT CHOUHAN,0,0,Fabulous!,1,Nice pic.,16
1220,1221,karmveer singh,0,0,Perfect product!,1,Go.,7
843,844,Zunera Fatima,1,0,Highly recommended,1,Good looking nice phone.,37
1325,1326,Judah Works,0,0,Wonderful,1,Really ??.,17
665,666,AnilRoy Customer,588,131,Wonderful,1,This range phone is good but phone need to upgrade battery level ...,108
52,53,taranbir singh ,7,4,Good,1,Camera is super battery is worst just one day backup of u r using it with watch connected via Bluetooth u need to charge it by 6.00 pm again if fully charged in morning.,272
992,993,Anurag Kumar,0,0,Pretty good,1,Awasome phone ??.,27
1374,1375,Sekh Ali,2,0,Horrible,0,Battery performance is poor..,42
1366,1367,Flipkart Customer,0,0,Great product,1,Nice phone ??.,24
998,999,Juned Ansari,0,1,Nice product,1,Camara veri goodBattery veri bat.,49
505,506,Raj Karthick,0,0,Awesome,1,Extremely Superb Moblie.,34
1069,1070,Paolun Singson,0,0,Terrific,1,All.,8
1385,1386,Arun Bs Arun,0,0,Brilliant,1,"Awesome Phone, everything good at phone.",59
423,424,Sunny Devlekar,0,0,Super!,1,Awesome 📱👌.,18
276,277,Flipkart Customer,1,0,Classy product,1,All over okkk.,24
862,863,Biranchi Narayan sahoo,1,0,Just wow!,1,Xlent product.,21
799,800,Sangeeta Pal,3,1,Nice,1,Heats then throttles and drains a lot of battery.,77
175,176,Thota  Satyanarayana varaprasad,10,3,Excellent,1,Good camera quality Go for it friends.,60
371,372,Karan  Kumar,0,0,Perfect product!,1,Nice.,9
633,634,Purvesh  Vasava,0,0,Highly recommended,1,I like this mobile very much.,48
1395,1396,Manoj Singh,0,0,Super!,1,Good product.,20
442,443,Flipkart Customer,0,0,Good quality product,1,Nyc.,8
322,323,Kaushik  Dutta,0,0,Terrific,1,Awesome product from One Plus must buy in affordable price.,90
1006,1007,Ajay Nishad,0,0,Fabulous!,1,Very nice mobile thanks for Flipkart.,56
275,276,Flipkart Customer,1,0,Simply awesome,1,Great phone. What a display love it. Haptics are awesome. Performance and features are great..,140
643,644,Suresh  K,0,0,Excellent,1,Good camera cool software version very nice mobile.,76
1206,1207,Kapil  Singh,0,0,Brilliant,1,Very nice product.,28
597,598,Pkmaurya Pagal,0,0,Good quality product,1,Worth it. 🥰🥰.,23
1051,1052,subir pal,0,0,Perfect product!,1,Good ??.,15
488,489,Hemant Sharma,1,1,Does the job,1,Just ok. High price. Build quality poor . Over all performance just ok like other realme phones. Camera not good. Battery life not good full day not performing in normal use.After 1 week of use given only 3 ☆☆☆..,330
1254,1255,Nikhita Mate,0,0,Good quality product,1,Worth it.,16
1064,1065,Shivam  Pandey,1,1,Unsatisfactory,0,Battery is not good....,36
881,882,Piyush Kumar,1,0,Decent product,1,"A good overall product. Main camera is great but selfie camera is below average. Battery is unpredictable, works for 8 hours one day and next day runs only for 5 hours. Fast charging works great. 8 gb Ram varient is slow and needs ram extension to work smoothly.Suggestions: increase your budget and buy 11R.",471
1196,1197,Samrat  Pal,0,0,Good quality product,1,Everything fine. I choose it for long time use. So it's good.. battery performance very weak.,142
141,142,Abhilash Thakre,559,188,Nice,1,Overall phone is good for normal use but there's heating issue if you use it for long time.,146
1362,1363,Flipkart Customer,7,2,Terrible product,0,Heating problem.,23
506,507,shitushna  khataniar ,0,0,Excellent,1,Very good one plus 11R.,39
392,393,Rishabh Sharma ,0,1,Terrific,1,Amazing performance.,27
279,280,Flipkart Customer,1,0,Classy product,1,Lovely phone.,20
979,980,ASRAFUL AMIN TALUKDAR,0,0,Awesome,1,Good.,9
684,685,Flipkart Customer,7,0,Wonderful,1,it is a very good product deatailed review will be uploaded.,94
1164,1165,SUBODH MANJHI,0,0,Perfect product!,1,Very good.,17
473,474,Rohit Patial,0,0,Just wow!,1,Best phone 40000.,27
875,876,Flipkart Customer,0,0,Just okay,1,The performance is awesome but  the phone heats up very quickly and the battery life is only 4-5 hours..,161
1403,1404,Saurav  Jain,0,3,Excellent,1,"Rating after 7 days ! Camera quality is best ! Battery performance is good , it lasts more than 16- 18 hours in normal usage ! Fast charging - charge from 0 to 100% only in 39- 40 mins .Interface is 5 out of 5Overall performance is outstanding! Must buy it , it's actually worth it From Nord 3 user ??.",486
870,871,Raja Kumar,0,0,Just okay,1,Good.,9
762,763,Ashish Kumar  Kasota ,3,1,Brilliant,1,Good performance Night photo.,42
170,171,Souvik  Majumder ,4,0,Must buy!,1,"Excellent, just looking like a wow . It's processor is monster and optimisation is just out of level.",156
336,337,M.d Hossain,0,0,Great product,1,Very nice phone.,26
176,177,Flipkart Customer,8,2,Fabulous!,1,Osm product vaule of money 💰.,48
365,366,Flipkart Noob,0,0,Could be way better,0,Battery parformance very poor hitting issauuuuuu.,68
672,673,Flipkart Customer,10,0,Wonderful,1,Good mobile phone.,28
1210,1211,Aparna pahari,0,0,Must buy!,1,Good.,9
707,708,Akash  Pachhal ,4,0,Worth every penny,1,Wonderful camera ?? ??.,36
504,505,Shaik Bhasha,0,0,Awesome,1,Nice device no Lag Very fast charging 90 fps In Bgmi I loved it no Lag smooth for gaming and Personal use thank you Flipkart 🙂.,206
27,28,Biswajit  Dey,4,1,Must buy!,1,"Nice phone , heating issue.",43
1277,1278,Priyanshu Kumar,0,0,Highly recommended,1,Exlent for me.,24
853,854,Wasim Choudhary,0,0,Wonderful,1,Nice phone performance good ??.,47
565,566,Flipkart Customer,0,0,Good,1,The phone is good but after the update my camera clarity went down.,107
753,754,Deb Chef,2,0,Terrific,1,Superb qualityBattery backup 5Performance ??Camera ?? wow.,80
579,580,Vicky  Singh,0,0,Just wow!,1,Good phone.,18
307,308,Flipkart Satyam Tiwari ,1,0,Fabulous!,1,So happy 🤗🤗🤗.,23
429,430,Amit Customer,0,2,Don't waste your money,0,Bad.,8
738,739,Tharun Chandra sekar,2,0,Really Nice,1,All are ok but battery so drain to fast ??.,74
793,794,Prakash Mohali,0,0,Value-for-money,1,"Everything is smooth, ,but Battery performance is some little bit..",98
350,351,Raju Mondal,0,0,Pretty good,1,Overall good items.,29
677,678,Prashanth Balla,234,70,Just wow!,1,I'm fully satisfied with1. Camera clarity. 2. Display n performance is like Butter ??3. Speaker is also loud n clear compare to any other phones.4. Design - Lightweght 5. Charging is very fast.Only thing is Battery need to be 6000mah atleast .Still 5000mah is good for daily use. As it is charging very fast no need to worry. I give 4.5/5*.,524
1124,1125,B G  Gohil,0,0,Best in the market!,1,"I have no words, Amazing experience with one plus..",79
745,746,Umakant Sharma ,2,0,Best in the market!,1,Good product.,20
1401,1402,Flipkart Customer,0,0,Good quality product,1,Good product.,20
678,679,Ashish  Ansh ,15,1,Terrific purchase,1,Top notch picture quality and night mode is just incredible...I have seen reviews about battery but I m using it since  1 month and battery back up is awesomeIn short very power packed phone.,293
1023,1024,Dheeraj saini,5,3,Horrible,0,I Play BGMI in 60 FPS it's show ping very low and behave like a network issue and graphics fluctuations.many problem in games.,196
517,518,Flipkart Customer,0,0,Brilliant,1,Good smartphoneGreat batterySuper displaySmooth performanceGreat build quality.,101
623,624,Mohd Zubair  ZUBAIR ,0,0,Excellent,1,Nice one.,16
257,258,Vishal Gholap,1,0,Brilliant,1,Fantastic phone for who looking everything you need in this phone and thing that is cameras is very good in night also you can charge any of fast charger it is very best feature.,281
95,96,Shivam Chauhan,0,0,Mind-blowing purchase,1,Awesome product.,23
1264,1265,Durgesh Singh,2,0,Did not meet expectations,0,Battery drain problem is biggest concern and one plus not giving any updates to improve it.,140
1044,1045,Mathavan Mathavan,0,0,Good choice,1,Battery leve  over down but overall super.,63
233,234,Nabirasul Talikoti,1,0,Highly recommended,1,Nice pics.,17
49,50,Batta Subramanyam,3,1,Mind-blowing purchase,1,"Amazing Phone❤️recently got the Samsung Galaxy S23 FE, and it's been a game-changer upgrade for myself. The design is a head turner with its premium look and feel, and the display is exceptional with 120hz, offering sharp visuals. I felt When it comes to performance, this phone is a powerhouse, handling multitasking and demanding apps effortlessly. The battery life is impressive with 4500mah of battery, easily lasting a full day as a normal user, also if you switch it to 60hz display, the b....",752
34,35,Suhel Khan,5,1,Excellent,1,Very very good mobile.,35
